"Date Printed: Tuesday, June 19, 2018 2:46:17 PM"
Title: AIDS deaths | 2015 | 2014 | 2013 | 2012 | 2011 | 2010 | 2009 | 2008 | 2007 | 2006 | 2005 | 2004 | 2003 | 2002 | 2001 | 2000 | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | All races/ethnicities | Both sexes | Ages 13 years and older | All transmission categories
"Footnote(s): AIDS diagnoses and HIV diagnoses data for the year 2016 are preliminary and based on 6 months reporting delay. Therefore, trend data should only be viewed through the year 2015 to allow sufficient time (at least 12 months) for reporting of case information to accurately assess trends. Prevalence data prior to 2010 are based on residence at diagnosis; prevalence data from 2010 to present are based on most recent known address. Death data based on residence at death. Data adjusted for missing transmission category."
NA - Not applicable


Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Transmission Category,Cases,Rate per 100000,Population
"AIDS deaths","2003","Idaho","16","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","16",1.5,"1,094,712"
"AIDS deaths","2004","Idaho","16","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","7",0.6,"1,118,512"
"AIDS deaths","2006","Idaho","16","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","10",0.9,"1,175,924"
"AIDS deaths","2014","Idaho","16","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","17",1.3,"1,322,870"
"AIDS deaths","2012","Idaho","16","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","17",1.3,"1,284,433"
"AIDS deaths","2002","Idaho","16","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","14",1.3,"1,074,802"
"AIDS deaths","2011","Idaho","16","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","12",0.9,"1,270,925"
"AIDS deaths","2001","Idaho","16","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","14",1.3,"1,056,451"
"AIDS deaths","2005","Idaho","16","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","17",1.5,"1,145,422"
"AIDS deaths","2010","Idaho","16","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","12",1,"1,257,075"
"AIDS deaths","2015","Idaho","16","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","5",0.4,"1,341,461"
"AIDS deaths","2007","Idaho","16","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","10",0.8,"1,201,983"
"AIDS deaths","2008","Idaho","16","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","14",1.1,"1,223,541"
"AIDS deaths","2001","Illinois","17","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","678",6.7,"10,149,504"
"AIDS deaths","2009","Illinois","17","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","491",4.6,"10,626,004"
"AIDS deaths","2015","Illinois","17","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","441",4.1,"10,735,515"
"AIDS deaths","2000","Illinois","17","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","675",6.7,"10,080,955"
"AIDS deaths","2003","Illinois","17","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","655",6.4,"10,266,174"
"AIDS deaths","2013","Illinois","17","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","405",3.8,"10,727,517"
"AIDS deaths","2002","Illinois","17","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","683",6.7,"10,208,110"
"AIDS deaths","2014","Illinois","17","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","426",4,"10,741,161"
"AIDS deaths","2004","Illinois","17","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","604",5.8,"10,329,277"
"AIDS deaths","2005","Illinois","17","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","652",6.3,"10,375,107"
"AIDS deaths","2006","Illinois","17","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","598",5.7,"10,431,741"
"AIDS deaths","2008","Illinois","17","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","513",4.9,"10,563,388"
"AIDS deaths","2011","Illinois","17","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","456",4.3,"10,661,898"
"AIDS deaths","2012","Illinois","17","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","435",4.1,"10,692,788"
"AIDS deaths","2007","Illinois","17","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","561",5.3,"10,498,302"
"AIDS deaths","2010","Illinois","17","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","544",5.1,"10,624,654"
"AIDS deaths","2012","Indiana","18","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","142",2.6,"5,400,387"
"AIDS deaths","2002","Indiana","18","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","175",3.5,"5,015,786"
"AIDS deaths","2009","Indiana","18","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","183",3.5,"5,279,967"
"AIDS deaths","2015","Indiana","18","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","133",2.4,"5,487,776"
"AIDS deaths","2003","Indiana","18","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","167",3.3,"5,054,339"
"AIDS deaths","2011","Indiana","18","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","169",3.1,"5,371,984"
"AIDS deaths","2006","Indiana","18","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","191",3.7,"5,170,411"
"AIDS deaths","2008","Indiana","18","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","182",3.5,"5,246,323"
"AIDS deaths","2014","Indiana","18","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","142",2.6,"5,467,957"
"AIDS deaths","2013","Indiana","18","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","150",2.8,"5,437,168"
"AIDS deaths","2000","Indiana","18","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","160",3.2,"4,957,454"
"AIDS deaths","2001","Indiana","18","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","183",3.7,"4,987,767"
"AIDS deaths","2005","Indiana","18","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","163",3.2,"5,126,419"
"AIDS deaths","2004","Indiana","18","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","157",3.1,"5,088,538"
"AIDS deaths","2007","Indiana","18","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","161",3.1,"5,209,546"
"AIDS deaths","2010","Indiana","18","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","151",2.8,"5,340,833"
"AIDS deaths","2001","Iowa","19","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","30",1.2,"2,416,480"
"AIDS deaths","2009","Iowa","19","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","34",1.4,"2,496,048"
"AIDS deaths","2000","Iowa","19","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","30",1.2,"2,412,252"
"AIDS deaths","2002","Iowa","19","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","34",1.4,"2,421,387"
"AIDS deaths","2003","Iowa","19","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","32",1.3,"2,429,272"
"AIDS deaths","2008","Iowa","19","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","22",0.9,"2,486,127"
"AIDS deaths","2010","Iowa","19","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","23",0.9,"2,526,710"
"AIDS deaths","2011","Iowa","19","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","29",1.1,"2,542,412"
"AIDS deaths","2015","Iowa","19","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","29",1.1,"2,596,754"
"AIDS deaths","2014","Iowa","19","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","50",1.9,"2,584,439"
"AIDS deaths","2013","Iowa","19","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","38",1.5,"2,569,574"
"AIDS deaths","2012","Iowa","19","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","36",1.4,"2,554,090"
"AIDS deaths","2006","Iowa","19","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","30",1.2,"2,463,199"
"AIDS deaths","2004","Iowa","19","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","33",1.4,"2,440,390"
"AIDS deaths","2005","Iowa","19","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","31",1.3,"2,450,075"
"AIDS deaths","2007","Iowa","19","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","28",1.1,"2,475,097"
"AIDS deaths","2001","Kansas","20","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","59",2.7,"2,197,705"
"AIDS deaths","2009","Kansas","20","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","35",1.5,"2,305,964"
"AIDS deaths","2002","Kansas","20","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","50",2.3,"2,210,646"
"AIDS deaths","2003","Kansas","20","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","65",2.9,"2,222,213"
"AIDS deaths","2006","Kansas","20","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","47",2.1,"2,258,903"
"AIDS deaths","2011","Kansas","20","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","41",1.8,"2,340,681"
"AIDS deaths","2015","Kansas","20","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","42",1.8,"2,386,532"
"AIDS deaths","2000","Kansas","20","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","32",1.5,"2,186,722"
"AIDS deaths","2014","Kansas","20","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","36",1.5,"2,377,116"
"AIDS deaths","2012","Kansas","20","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","39",1.7,"2,356,404"
"AIDS deaths","2004","Kansas","20","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","36",1.6,"2,233,119"
"AIDS deaths","2005","Kansas","20","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","47",2.1,"2,244,928"
"AIDS deaths","2007","Kansas","20","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","45",2,"2,272,950"
"AIDS deaths","2008","Kansas","20","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","51",2.2,"2,290,014"
"AIDS deaths","2010","Kansas","20","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","41",1.8,"2,329,733"
"AIDS deaths","2013","Kansas","20","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","43",1.8,"2,367,427"
"AIDS deaths","2006","Kentucky","21","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","122",3.5,"3,502,711"
"AIDS deaths","2002","Kentucky","21","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","118",3.5,"3,378,471"
"AIDS deaths","2009","Kentucky","21","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","99",2.8,"3,583,570"
"AIDS deaths","2015","Kentucky","21","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","87",2.4,"3,698,797"
"AIDS deaths","2012","Kentucky","21","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","88",2.4,"3,650,974"
"AIDS deaths","2003","Kentucky","21","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","92",2.7,"3,406,044"
"AIDS deaths","2000","Kentucky","21","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","92",2.8,"3,335,999"
"AIDS deaths","2008","Kentucky","21","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","113",3.2,"3,559,663"
"AIDS deaths","2011","Kentucky","21","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","93",2.6,"3,632,615"
"AIDS deaths","2007","Kentucky","21","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","90",2.5,"3,534,066"
"AIDS deaths","2004","Kentucky","21","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","98",2.9,"3,437,780"
"AIDS deaths","2005","Kentucky","21","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","92",2.7,"3,470,442"
"AIDS deaths","2014","Kentucky","21","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","87",2.4,"3,685,578"
"AIDS deaths","2010","Kentucky","21","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","97",2.7,"3,611,318"
"AIDS deaths","2013","Kentucky","21","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","89",2.4,"3,670,091"
"AIDS deaths","2001","Kentucky","21","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","119",3.5,"3,355,536"
"AIDS deaths","2001","Louisiana","22","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","485",13.4,"3,611,255"
"AIDS deaths","2013","Louisiana","22","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","354",9.3,"3,820,956"
"AIDS deaths","2002","Louisiana","22","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","472",13,"3,624,180"
"AIDS deaths","2003","Louisiana","22","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","512",14.1,"3,638,940"
"AIDS deaths","2015","Louisiana","22","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","348",9,"3,862,252"
"AIDS deaths","2012","Louisiana","22","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","396",10.4,"3,795,081"
"AIDS deaths","2000","Louisiana","22","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","454",12.6,"3,610,682"
"AIDS deaths","2008","Louisiana","22","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","407",11.2,"3,648,291"
"AIDS deaths","2009","Louisiana","22","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","459",12.5,"3,680,921"
"AIDS deaths","2011","Louisiana","22","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","405",10.8,"3,766,574"
"AIDS deaths","2007","Louisiana","22","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","458",12.8,"3,591,660"
"AIDS deaths","2006","Louisiana","22","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","486",13.9,"3,488,651"
"AIDS deaths","2004","Louisiana","22","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","485",13.3,"3,658,664"
"AIDS deaths","2005","Louisiana","22","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","526",14.3,"3,671,779"
"AIDS deaths","2014","Louisiana","22","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","341",8.9,"3,842,492"
"AIDS deaths","2010","Louisiana","22","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","370",9.9,"3,737,804"
"AIDS deaths","2001","Maine","23","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","17",1.6,"1,078,965"
"AIDS deaths","2003","Maine","23","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","21",1.9,"1,103,006"
"AIDS deaths","2015","Maine","23","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","16",1.4,"1,150,320"
"AIDS deaths","2013","Maine","23","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","24",2.1,"1,146,447"
"AIDS deaths","2002","Maine","23","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","25",2.3,"1,090,852"
"AIDS deaths","2008","Maine","23","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","23",2,"1,129,848"
"AIDS deaths","2009","Maine","23","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","18",1.6,"1,130,458"
"AIDS deaths","2011","Maine","23","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","15",1.3,"1,140,866"
"AIDS deaths","2012","Maine","23","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","17",1.5,"1,143,908"
"AIDS deaths","2000","Maine","23","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","21",2,"1,068,500"
"AIDS deaths","2004","Maine","23","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","23",2.1,"1,110,432"
"AIDS deaths","2005","Maine","23","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","17",1.5,"1,116,471"
"AIDS deaths","2007","Maine","23","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","23",2,"1,125,664"
"AIDS deaths","2006","Maine","23","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","23",2,"1,122,094"
"AIDS deaths","2010","Maine","23","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","20",1.8,"1,137,772"
"AIDS deaths","2014","Maine","23","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","15",1.3,"1,150,023"
"AIDS deaths","2001","Maryland","24","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","790",18,"4,388,323"
"AIDS deaths","2013","Maryland","24","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","507",10.2,"4,968,683"
"AIDS deaths","2002","Maryland","24","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","835",18.8,"4,453,270"
"AIDS deaths","2003","Maryland","24","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","882",19.5,"4,514,730"
"AIDS deaths","2011","Maryland","24","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","489",10,"4,881,673"
"AIDS deaths","2015","Maryland","24","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","458",9.1,"5,027,886"
"AIDS deaths","2012","Maryland","24","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","514",10.4,"4,926,451"
"AIDS deaths","2000","Maryland","24","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","720",16.6,"4,325,451"
"AIDS deaths","2008","Maryland","24","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","623",13.3,"4,697,010"
"AIDS deaths","2009","Maryland","24","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","573",12.1,"4,733,633"
"AIDS deaths","2007","Maryland","24","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","724",15.5,"4,670,828"
"AIDS deaths","2004","Maryland","24","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","775",17,"4,564,536"
"AIDS deaths","2005","Maryland","24","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","825",17.9,"4,610,293"
"AIDS deaths","2014","Maryland","24","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","494",9.9,"5,001,344"
"AIDS deaths","2006","Maryland","24","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","710",15.3,"4,645,672"
"AIDS deaths","2006","Massachusetts","25","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","309",5.7,"5,447,122"
"AIDS deaths","2010","Maryland","24","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","518",10.7,"4,830,170"
"AIDS deaths","2014","Massachusetts","25","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","213",3.7,"5,772,874"
"AIDS deaths","2013","Massachusetts","25","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","221",3.9,"5,724,687"
"AIDS deaths","2002","Massachusetts","25","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","302",5.6,"5,360,534"
"AIDS deaths","2003","Massachusetts","25","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","320",5.9,"5,388,168"
"AIDS deaths","2015","Massachusetts","25","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","225",3.9,"5,810,947"
"AIDS deaths","2007","Massachusetts","25","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","241",4.4,"5,485,672"
"AIDS deaths","2010","Massachusetts","25","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","229",4.1,"5,572,575"
"AIDS deaths","2011","Massachusetts","25","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","225",4,"5,622,155"
"AIDS deaths","2012","Massachusetts","25","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","225",4,"5,671,857"
"AIDS deaths","2000","Massachusetts","25","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","320",6.1,"5,270,519"
"AIDS deaths","2001","Massachusetts","25","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","366",6.9,"5,321,763"
"AIDS deaths","2008","Massachusetts","25","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","243",4.4,"5,531,920"
"AIDS deaths","2009","Massachusetts","25","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","247",4.4,"5,580,663"
"AIDS deaths","2004","Massachusetts","25","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","325",6,"5,405,149"
"AIDS deaths","2005","Massachusetts","25","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","305",5.6,"5,421,895"
"AIDS deaths","2001","Michigan","26","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","355",4.4,"8,145,957"
"AIDS deaths","2002","Michigan","26","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","342",4.2,"8,197,129"
"AIDS deaths","2003","Michigan","26","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","326",3.9,"8,255,625"
"AIDS deaths","2014","Michigan","26","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","221",2.6,"8,357,414"
"AIDS deaths","2013","Michigan","26","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","228",2.7,"8,326,063"
"AIDS deaths","2007","Michigan","26","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","311",3.7,"8,352,760"
"AIDS deaths","2006","Michigan","26","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","283",3.4,"8,354,732"
"AIDS deaths","2010","Michigan","26","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","254",3.1,"8,247,572"
"AIDS deaths","2011","Michigan","26","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","244",3,"8,266,930"
"AIDS deaths","2015","Michigan","26","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","207",2.5,"8,370,893"
"AIDS deaths","2012","Michigan","26","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","271",3.3,"8,296,988"
"AIDS deaths","2004","Michigan","26","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","308",3.7,"8,305,095"
"AIDS deaths","2008","Michigan","26","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","299",3.6,"8,335,602"
"AIDS deaths","2009","Michigan","26","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","240",2.9,"8,324,039"
"AIDS deaths","2000","Michigan","26","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","353",4.4,"8,085,123"
"AIDS deaths","2005","Michigan","26","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","309",3.7,"8,335,460"
"AIDS deaths","2001","Minnesota","27","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","65",1.6,"4,072,246"
"AIDS deaths","2002","Minnesota","27","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","73",1.8,"4,113,120"
"AIDS deaths","2003","Minnesota","27","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","76",1.8,"4,151,569"
"AIDS deaths","2015","Minnesota","27","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","69",1.5,"4,554,483"
"AIDS deaths","2014","Minnesota","27","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","70",1.5,"4,526,999"
"AIDS deaths","2006","Minnesota","27","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","75",1.8,"4,255,106"
"AIDS deaths","2009","Minnesota","27","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","82",1.9,"4,358,038"
"AIDS deaths","2010","Minnesota","27","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","68",1.5,"4,388,920"
"AIDS deaths","2011","Minnesota","27","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","72",1.6,"4,425,184"
"AIDS deaths","2000","Minnesota","27","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","91",2.3,"4,022,624"
"AIDS deaths","2004","Minnesota","27","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","72",1.7,"4,185,808"
"AIDS deaths","2007","Minnesota","27","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","64",1.5,"4,292,726"
"AIDS deaths","2013","Minnesota","27","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","64",1.4,"4,494,199"
"AIDS deaths","2012","Minnesota","27","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","69",1.5,"4,457,156"
"AIDS deaths","2005","Minnesota","27","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","66",1.6,"4,215,745"
"AIDS deaths","2008","Minnesota","27","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","68",1.6,"4,327,416"
"AIDS deaths","2002","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","202",8.7,"2,311,524"
"AIDS deaths","2003","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","238",10.2,"2,324,291"
"AIDS deaths","2014","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","187",7.6,"2,468,638"
"AIDS deaths","2013","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","177",7.2,"2,462,189"
"AIDS deaths","2007","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","198",8.3,"2,374,909"
"AIDS deaths","2010","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","157",6.5,"2,428,927"
"AIDS deaths","2004","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","223",9.5,"2,342,053"
"AIDS deaths","2009","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","169",7,"2,397,287"
"AIDS deaths","2011","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","155",6.4,"2,439,461"
"AIDS deaths","2001","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","238",10.3,"2,302,483"
"AIDS deaths","2005","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","224",9.5,"2,356,453"
"AIDS deaths","2008","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","185",7.7,"2,389,085"
"AIDS deaths","2012","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","146",6,"2,450,001"
"AIDS deaths","2006","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","227",9.6,"2,357,985"
"AIDS deaths","2015","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","166",6.7,"2,469,643"
