"Date Printed: Thursday, June 21, 2018 9:26:27 AM"
Title: HIV diagnoses | 2016 | 2015 | 2014 | 2013 | 2012 | 2011 | 2010 | 2009 | 2008 | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | All races/ethnicities | Both sexes | Ages 13 years and older | Male-to-male sexual contact | Injection drug use | Male-to-male sexual contact and injection drug use | Heterosexual contact | Other
"Footnote(s): AIDS diagnoses and HIV diagnoses data for the year 2016 are preliminary and based on 6 months reporting delay. Therefore, trend data should only be viewed through the year 2015 to allow sufficient time (at least 12 months) for reporting of case information to accurately assess trends. Prevalence data prior to 2010 are based on residence at diagnosis; prevalence data from 2010 to present are based on most recent known address. Death data based on residence at death. Data adjusted for missing transmission category."
NA - Not applicable


Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Transmission Category,Cases,Rate per 100000,Population
"HIV diagnoses","2012","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","40","Data not available","NA"
"HIV diagnoses","2012","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","7","Data not available","NA"
"HIV diagnoses","2012","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","94","Data not available","NA"
"HIV diagnoses","2012","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","Other","1","Data not available","NA"
"HIV diagnoses","2013","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","185","Data not available","NA"
"HIV diagnoses","2013","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","35","Data not available","NA"
"HIV diagnoses","2013","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","4","Data not available","NA"
"HIV diagnoses","2013","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","103","Data not available","NA"
"HIV diagnoses","2013","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","Other","1","Data not available","NA"
"HIV diagnoses","2008","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","152","Data not available","NA"
"HIV diagnoses","2008","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","54","Data not available","NA"
"HIV diagnoses","2008","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","13","Data not available","NA"
"HIV diagnoses","2008","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","138","Data not available","NA"
"HIV diagnoses","2008","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","Other","1","Data not available","NA"
"HIV diagnoses","2016","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","154","Data not available","NA"
"HIV diagnoses","2016","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","25","Data not available","NA"
"HIV diagnoses","2016","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","7","Data not available","NA"
"HIV diagnoses","2016","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","65","Data not available","NA"
"HIV diagnoses","2016","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","Other","0","Data not available","NA"
"HIV diagnoses","2016","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","58","Data not available","NA"
"HIV diagnoses","2016","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","5","Data not available","NA"
"HIV diagnoses","2016","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","1","Data not available","NA"
"HIV diagnoses","2016","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","53","Data not available","NA"
"HIV diagnoses","2016","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","Other","0","Data not available","NA"
"HIV diagnoses","2013","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","52","Data not available","NA"
"HIV diagnoses","2013","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","9","Data not available","NA"
"HIV diagnoses","2013","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","6","Data not available","NA"
"HIV diagnoses","2013","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","42","Data not available","NA"
"HIV diagnoses","2013","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","Other","0","Data not available","NA"
"HIV diagnoses","2011","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","63","Data not available","NA"
"HIV diagnoses","2011","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","9","Data not available","NA"
"HIV diagnoses","2011","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","3","Data not available","NA"
"HIV diagnoses","2011","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","38","Data not available","NA"
"HIV diagnoses","2011","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","Other","0","Data not available","NA"
"HIV diagnoses","2015","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","59","Data not available","NA"
"HIV diagnoses","2015","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","5","Data not available","NA"
"HIV diagnoses","2015","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","5","Data not available","NA"
"HIV diagnoses","2015","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","35","Data not available","NA"
"HIV diagnoses","2015","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","Other","0","Data not available","NA"
"HIV diagnoses","2014","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","48","Data not available","NA"
"HIV diagnoses","2014","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","9","Data not available","NA"
"HIV diagnoses","2014","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","0","Data not available","NA"
"HIV diagnoses","2014","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","58","Data not available","NA"
"HIV diagnoses","2014","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","Other","0","Data not available","NA"
"HIV diagnoses","2010","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","64","Data not available","NA"
"HIV diagnoses","2010","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","9","Data not available","NA"
"HIV diagnoses","2010","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","3","Data not available","NA"
"HIV diagnoses","2010","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","55","Data not available","NA"
"HIV diagnoses","2010","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","Other","0","Data not available","NA"
"HIV diagnoses","2009","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","72","Data not available","NA"
"HIV diagnoses","2009","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","22","Data not available","NA"
"HIV diagnoses","2009","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","6","Data not available","NA"
"HIV diagnoses","2009","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","53","Data not available","NA"
"HIV diagnoses","2009","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","Other","0","Data not available","NA"
"HIV diagnoses","2012","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","59","Data not available","NA"
"HIV diagnoses","2012","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","10","Data not available","NA"
"HIV diagnoses","2012","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","3","Data not available","NA"
"HIV diagnoses","2012","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","65","Data not available","NA"
"HIV diagnoses","2012","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","Other","1","Data not available","NA"
"HIV diagnoses","2008","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","71","Data not available","NA"
"HIV diagnoses","2008","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","21","Data not available","NA"
"HIV diagnoses","2008","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","4","Data not available","NA"
"HIV diagnoses","2008","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","65","Data not available","NA"
"HIV diagnoses","2008","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","Other","0","Data not available","NA"
"HIV diagnoses","2011","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","336","Data not available","NA"
"HIV diagnoses","2011","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","44","Data not available","NA"
"HIV diagnoses","2011","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","21","Data not available","NA"
"HIV diagnoses","2011","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","247","Data not available","NA"
"HIV diagnoses","2011","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Both sexes","Other","2","Data not available","NA"
"HIV diagnoses","2014","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","263","Data not available","NA"
"HIV diagnoses","2014","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","32","Data not available","NA"
"HIV diagnoses","2014","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","10","Data not available","NA"
"HIV diagnoses","2014","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","108","Data not available","NA"
"HIV diagnoses","2014","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Both sexes","Other","0","Data not available","NA"
"HIV diagnoses","2009","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","416","Data not available","NA"
"HIV diagnoses","2009","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","106","Data not available","NA"
"HIV diagnoses","2009","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","24","Data not available","NA"
"HIV diagnoses","2009","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","339","Data not available","NA"
"HIV diagnoses","2009","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Both sexes","Other","1","Data not available","NA"
"HIV diagnoses","2010","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","409","Data not available","NA"
"HIV diagnoses","2010","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","76","Data not available","NA"
"HIV diagnoses","2010","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","29","Data not available","NA"
"HIV diagnoses","2010","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","304","Data not available","NA"
"HIV diagnoses","2010","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Both sexes","Other","1","Data not available","NA"
"HIV diagnoses","2012","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","334","Data not available","NA"
"HIV diagnoses","2012","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","43","Data not available","NA"
"HIV diagnoses","2012","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","12","Data not available","NA"
"HIV diagnoses","2012","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","195","Data not available","NA"
"HIV diagnoses","2012","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Both sexes","Other","1","Data not available","NA"
"HIV diagnoses","2013","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","293","Data not available","NA"
"HIV diagnoses","2013","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","36","Data not available","NA"
"HIV diagnoses","2013","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","23","Data not available","NA"
"HIV diagnoses","2013","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","139","Data not available","NA"
"HIV diagnoses","2013","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Both sexes","Other","2","Data not available","NA"
"HIV diagnoses","2015","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","223","Data not available","NA"
"HIV diagnoses","2015","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","19","Data not available","NA"
"HIV diagnoses","2015","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","4","Data not available","NA"
"HIV diagnoses","2015","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","117","Data not available","NA"
"HIV diagnoses","2015","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Both sexes","Other","1","Data not available","NA"
"HIV diagnoses","2008","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","505","Data not available","NA"
"HIV diagnoses","2008","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","141","Data not available","NA"
"HIV diagnoses","2008","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","53","Data not available","NA"
"HIV diagnoses","2008","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","365","Data not available","NA"
"HIV diagnoses","2008","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Both sexes","Other","1","Data not available","NA"
"HIV diagnoses","2016","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","194","Data not available","NA"
"HIV diagnoses","2016","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","15","Data not available","NA"
"HIV diagnoses","2016","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","3","Data not available","NA"
"HIV diagnoses","2016","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","113","Data not available","NA"
"HIV diagnoses","2016","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Both sexes","Other","1","Data not available","NA"
"HIV diagnoses","2016","Florida","12","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","2,987","Data not available","NA"
"HIV diagnoses","2016","Florida","12","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","191","Data not available","NA"
"HIV diagnoses","2016","Florida","12","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","102","Data not available","NA"
"HIV diagnoses","2016","Florida","12","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","1,652","Data not available","NA"
"HIV diagnoses","2016","Florida","12","Ages 13 years and older","All races/ethnicities","Both sexes","Other","8","Data not available","NA"
"HIV diagnoses","2011","Florida","12","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","2,488","Data not available","NA"
"HIV diagnoses","2011","Florida","12","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","191","Data not available","NA"
"HIV diagnoses","2011","Florida","12","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","101","Data not available","NA"
"HIV diagnoses","2011","Florida","12","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","1,840","Data not available","NA"
"HIV diagnoses","2011","Florida","12","Ages 13 years and older","All races/ethnicities","Both sexes","Other","18","Data not available","NA"
"HIV diagnoses","2015","Florida","12","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","2,859","Data not available","NA"
"HIV diagnoses","2015","Florida","12","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","196","Data not available","NA"
"HIV diagnoses","2015","Florida","12","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","98","Data not available","NA"
"HIV diagnoses","2015","Florida","12","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","1,516","Data not available","NA"
"HIV diagnoses","2015","Florida","12","Ages 13 years and older","All races/ethnicities","Both sexes","Other","3","Data not available","NA"
"HIV diagnoses","2014","Florida","12","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","2,705","Data not available","NA"
"HIV diagnoses","2014","Florida","12","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","205","Data not available","NA"
"HIV diagnoses","2014","Florida","12","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","108","Data not available","NA"
"HIV diagnoses","2014","Florida","12","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","1,522","Data not available","NA"
"HIV diagnoses","2014","Florida","12","Ages 13 years and older","All races/ethnicities","Both sexes","Other","9","Data not available","NA"
"HIV diagnoses","2010","Florida","12","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","2,443","Data not available","NA"
"HIV diagnoses","2010","Florida","12","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","263","Data not available","NA"
"HIV diagnoses","2010","Florida","12","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","132","Data not available","NA"
"HIV diagnoses","2010","Florida","12","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","1,851","Data not available","NA"
"HIV diagnoses","2010","Florida","12","Ages 13 years and older","All races/ethnicities","Both sexes","Other","13","Data not available","NA"
"HIV diagnoses","2009","Florida","12","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","2,585","Data not available","NA"
"HIV diagnoses","2009","Florida","12","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","322","Data not available","NA"
"HIV diagnoses","2009","Florida","12","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","121","Data not available","NA"
"HIV diagnoses","2009","Florida","12","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","2,100","Data not available","NA"
"HIV diagnoses","2009","Florida","12","Ages 13 years and older","All races/ethnicities","Both sexes","Other","23","Data not available","NA"
"HIV diagnoses","2008","Florida","12","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","2,926","Data not available","NA"
"HIV diagnoses","2008","Florida","12","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","403","Data not available","NA"
"HIV diagnoses","2008","Florida","12","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","170","Data not available","NA"
"HIV diagnoses","2008","Florida","12","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","2,443","Data not available","NA"
"HIV diagnoses","2008","Florida","12","Ages 13 years and older","All races/ethnicities","Both sexes","Other","17","Data not available","NA"
"HIV diagnoses","2013","Florida","12","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","2,507","Data not available","NA"
"HIV diagnoses","2013","Florida","12","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","193","Data not available","NA"
"HIV diagnoses","2013","Florida","12","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","88","Data not available","NA"
"HIV diagnoses","2013","Florida","12","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","1,546","Data not available","NA"
"HIV diagnoses","2013","Florida","12","Ages 13 years and older","All races/ethnicities","Both sexes","Other","16","Data not available","NA"
"HIV diagnoses","2008","Georgia","13","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","1,902","Data not available","NA"
"HIV diagnoses","2008","Georgia","13","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","241","Data not available","NA"
"HIV diagnoses","2008","Georgia","13","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","95","Data not available","NA"
"HIV diagnoses","2008","Georgia","13","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","947","Data not available","NA"
"HIV diagnoses","2008","Georgia","13","Ages 13 years and older","All races/ethnicities","Both sexes","Other","4","Data not available","NA"
"HIV diagnoses","2012","Florida","12","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","2,507","Data not available","NA"
"HIV diagnoses","2012","Florida","12","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","200","Data not available","NA"
"HIV diagnoses","2012","Florida","12","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","97","Data not available","NA"
"HIV diagnoses","2012","Florida","12","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","1,657","Data not available","NA"
"HIV diagnoses","2012","Florida","12","Ages 13 years and older","All races/ethnicities","Both sexes","Other","12","Data not available","NA"
"HIV diagnoses","2016","Georgia","13","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","1,879","Data not available","NA"
"HIV diagnoses","2016","Georgia","13","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","87","Data not available","NA"
"HIV diagnoses","2016","Georgia","13","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","47","Data not available","NA"
"HIV diagnoses","2016","Georgia","13","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","692","Data not available","NA"
"HIV diagnoses","2016","Georgia","13","Ages 13 years and older","All races/ethnicities","Both sexes","Other","5","Data not available","NA"
"HIV diagnoses","2013","Georgia","13","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","1,537","Data not available","NA"
"HIV diagnoses","2013","Georgia","13","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","96","Data not available","NA"
"HIV diagnoses","2013","Georgia","13","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","46","Data not available","NA"
"HIV diagnoses","2013","Georgia","13","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","635","Data not available","NA"
"HIV diagnoses","2013","Georgia","13","Ages 13 years and older","All races/ethnicities","Both sexes","Other","3","Data not available","NA"
"HIV diagnoses","2011","Georgia","13","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","1,718","Data not available","NA"
"HIV diagnoses","2011","Georgia","13","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","170","Data not available","NA"
"HIV diagnoses","2011","Georgia","13","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","57","Data not available","NA"
"HIV diagnoses","2011","Georgia","13","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","763","Data not available","NA"
"HIV diagnoses","2011","Georgia","13","Ages 13 years and older","All races/ethnicities","Both sexes","Other","7","Data not available","NA"
"HIV diagnoses","2014","Georgia","13","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","1,574","Data not available","NA"
"HIV diagnoses","2014","Georgia","13","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","88","Data not available","NA"
"HIV diagnoses","2014","Georgia","13","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","36","Data not available","NA"
"HIV diagnoses","2014","Georgia","13","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","643","Data not available","NA"
"HIV diagnoses","2014","Georgia","13","Ages 13 years and older","All races/ethnicities","Both sexes","Other","2","Data not available","NA"
"HIV diagnoses","2010","Georgia","13","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","1,667","Data not available","NA"
"HIV diagnoses","2010","Georgia","13","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","154","Data not available","NA"
"HIV diagnoses","2010","Georgia","13","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","68","Data not available","NA"
"HIV diagnoses","2010","Georgia","13","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","775","Data not available","NA"
"HIV diagnoses","2010","Georgia","13","Ages 13 years and older","All races/ethnicities","Both sexes","Other","5","Data not available","NA"
"HIV diagnoses","2009","Georgia","13","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","1,821","Data not available","NA"
"HIV diagnoses","2009","Georgia","13","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","192","Data not available","NA"
"HIV diagnoses","2009","Georgia","13","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","89","Data not available","NA"
"HIV diagnoses","2009","Georgia","13","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","858","Data not available","NA"
"HIV diagnoses","2009","Georgia","13","Ages 13 years and older","All races/ethnicities","Both sexes","Other","5","Data not available","NA"
"HIV diagnoses","2015","Georgia","13","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","1,748","Data not available","NA"
"HIV diagnoses","2015","Georgia","13","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","89","Data not available","NA"
"HIV diagnoses","2015","Georgia","13","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","38","Data not available","NA"
"HIV diagnoses","2015","Georgia","13","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","707","Data not available","NA"
"HIV diagnoses","2015","Georgia","13","Ages 13 years and older","All races/ethnicities","Both sexes","Other","4","Data not available","NA"
"HIV diagnoses","2012","Georgia","13","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","1,716","Data not available","NA"
"HIV diagnoses","2012","Georgia","13","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","141","Data not available","NA"
"HIV diagnoses","2012","Georgia","13","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","54","Data not available","NA"
"HIV diagnoses","2012","Georgia","13","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","737","Data not available","NA"
"HIV diagnoses","2012","Georgia","13","Ages 13 years and older","All races/ethnicities","Both sexes","Other","3","Data not available","NA"
"HIV diagnoses","2008","Hawaii","15","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","66","Data not available","NA"
