"Date Printed: Thursday, June 21, 2018 8:26:38 AM"
Title: HIV prevalence | 2015 | 2014 | 2013 | 2012 | 2011 | 2010 | 2009 | 2008 | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | American Indian/Alaska Native | Asian | Black/African American | Hispanic/Latino | Multiple races | Native Hawaiian/Other Pacific Islander | White | Male | Female | Ages 13 years and older | All transmission categories
"Footnote(s): AIDS diagnoses and HIV diagnoses data for the year 2016 are preliminary and based on 6 months reporting delay. Therefore, trend data should only be viewed through the year 2015 to allow sufficient time (at least 12 months) for reporting of case information to accurately assess trends. Prevalence data prior to 2010 are based on residence at diagnosis; prevalence data from 2010 to present are based on most recent known address. Death data based on residence at death. Data adjusted for missing transmission category."
NA - Not applicable


Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Transmission Category,Cases,Rate per 100000,Population
"HIV prevalence","2011","Florida","12","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Male","All transmission categories","Data suppressed","Data suppressed","4,762"
"HIV prevalence","2011","Florida","12","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Female","All transmission categories","Data suppressed","Data suppressed","4,824"
"HIV prevalence","2011","Florida","12","Ages 13 years and older","White","Male","All transmission categories","21,931",464.5,"4,721,635"
"HIV prevalence","2011","Florida","12","Ages 13 years and older","White","Female","All transmission categories","3,961",79.7,"4,969,016"
"HIV prevalence","2011","Florida","12","Ages 13 years and older","Multiple races","Male","All transmission categories","Data suppressed","Data suppressed","84,896"
"HIV prevalence","2011","Florida","12","Ages 13 years and older","Multiple races","Female","All transmission categories","Data suppressed","Data suppressed","93,409"
"HIV prevalence","2010","Florida","12","Ages 13 years and older","Multiple races","Male","All transmission categories","Data suppressed","Data suppressed","81,535"
"HIV prevalence","2010","Florida","12","Ages 13 years and older","Multiple races","Female","All transmission categories","Data suppressed","Data suppressed","89,539"
"HIV prevalence","2013","Florida","12","Ages 13 years and older","American Indian/Alaska Native","Male","All transmission categories","33",150.1,"21,983"
"HIV prevalence","2013","Florida","12","Ages 13 years and older","American Indian/Alaska Native","Female","All transmission categories","14",64.1,"21,836"
"HIV prevalence","2013","Florida","12","Ages 13 years and older","Asian","Male","All transmission categories","313",158.3,"197,701"
"HIV prevalence","2013","Florida","12","Ages 13 years and older","Asian","Female","All transmission categories","70",29.5,"237,084"
"HIV prevalence","2013","Florida","12","Ages 13 years and older","Black/African American","Male","All transmission categories","27,029",2320.9,"1,164,609"
"HIV prevalence","2013","Florida","12","Ages 13 years and older","Black/African American","Female","All transmission categories","19,915",1538.8,"1,294,166"
"HIV prevalence","2013","Florida","12","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","17,330",930.8,"1,861,793"
"HIV prevalence","2013","Florida","12","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","4,270",220.5,"1,936,767"
"HIV prevalence","2013","Florida","12","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Male","All transmission categories","Data suppressed","Data suppressed","4,961"
"HIV prevalence","2013","Florida","12","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Female","All transmission categories","Data suppressed","Data suppressed","5,088"
"HIV prevalence","2013","Florida","12","Ages 13 years and older","White","Male","All transmission categories","23,798",498.8,"4,771,149"
"HIV prevalence","2013","Florida","12","Ages 13 years and older","White","Female","All transmission categories","4,220",84.1,"5,015,959"
"HIV prevalence","2013","Florida","12","Ages 13 years and older","Multiple races","Male","All transmission categories","Data suppressed","Data suppressed","91,638"
"HIV prevalence","2013","Florida","12","Ages 13 years and older","Multiple races","Female","All transmission categories","Data suppressed","Data suppressed","100,736"
"HIV prevalence","2014","Florida","12","Ages 13 years and older","American Indian/Alaska Native","Male","All transmission categories","39",173.4,"22,489"
"HIV prevalence","2014","Florida","12","Ages 13 years and older","American Indian/Alaska Native","Female","All transmission categories","16",71.7,"22,320"
"HIV prevalence","2014","Florida","12","Ages 13 years and older","Asian","Male","All transmission categories","351",171.2,"205,053"
"HIV prevalence","2014","Florida","12","Ages 13 years and older","Asian","Female","All transmission categories","77",31.3,"246,257"
"HIV prevalence","2014","Florida","12","Ages 13 years and older","Black/African American","Male","All transmission categories","28,019",2358.1,"1,188,189"
"HIV prevalence","2014","Florida","12","Ages 13 years and older","Black/African American","Female","All transmission categories","20,282",1536.9,"1,319,698"
"HIV prevalence","2012","Florida","12","Ages 13 years and older","American Indian/Alaska Native","Male","All transmission categories","34",156.4,"21,744"
"HIV prevalence","2012","Florida","12","Ages 13 years and older","American Indian/Alaska Native","Female","All transmission categories","15",69.3,"21,641"
"HIV prevalence","2012","Georgia","13","Ages 13 years and older","White","Male","All transmission categories","7,706",339,"2,273,233"
"HIV prevalence","2012","Georgia","13","Ages 13 years and older","White","Female","All transmission categories","1,232",51.8,"2,378,558"
"HIV prevalence","2012","Georgia","13","Ages 13 years and older","Multiple races","Male","All transmission categories","Data suppressed","Data suppressed","43,920"
"HIV prevalence","2012","Georgia","13","Ages 13 years and older","Multiple races","Female","All transmission categories","Data suppressed","Data suppressed","50,716"
"HIV prevalence","2009","Georgia","13","Ages 13 years and older","American Indian/Alaska Native","Male","All transmission categories","10",97.8,"10,220"
"HIV prevalence","2009","Georgia","13","Ages 13 years and older","American Indian/Alaska Native","Female","All transmission categories","3",29.5,"10,161"
"HIV prevalence","2009","Georgia","13","Ages 13 years and older","Asian","Male","All transmission categories","88",78.8,"111,740"
"HIV prevalence","2009","Georgia","13","Ages 13 years and older","Asian","Female","All transmission categories","26",22.4,"116,100"
"HIV prevalence","2009","Georgia","13","Ages 13 years and older","Black/African American","Male","All transmission categories","15,878",1471.9,"1,078,739"
"HIV prevalence","2009","Georgia","13","Ages 13 years and older","Black/African American","Female","All transmission categories","7,024",557.2,"1,260,538"
"HIV prevalence","2009","Georgia","13","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","1,608",498.1,"322,857"
"HIV prevalence","2009","Georgia","13","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","456",196.5,"232,109"
"HIV prevalence","2009","Georgia","13","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Male","All transmission categories","Data suppressed","Data suppressed","2,075"
"HIV prevalence","2009","Georgia","13","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Female","All transmission categories","Data suppressed","Data suppressed","2,060"
"HIV prevalence","2009","Georgia","13","Ages 13 years and older","White","Male","All transmission categories","6,468",280.2,"2,308,168"
"HIV prevalence","2009","Georgia","13","Ages 13 years and older","White","Female","All transmission categories","965",40,"2,411,907"
"HIV prevalence","2009","Georgia","13","Ages 13 years and older","Multiple races","Male","All transmission categories","Data suppressed","Data suppressed","33,634"
"HIV prevalence","2009","Georgia","13","Ages 13 years and older","Multiple races","Female","All transmission categories","Data suppressed","Data suppressed","36,873"
"HIV prevalence","2015","Georgia","13","Ages 13 years and older","American Indian/Alaska Native","Male","All transmission categories","17",173.3,"9,809"
"HIV prevalence","2015","Georgia","13","Ages 13 years and older","American Indian/Alaska Native","Female","All transmission categories","3",29.9,"10,022"
"HIV prevalence","2015","Georgia","13","Ages 13 years and older","Asian","Male","All transmission categories","159",101,"157,387"
"HIV prevalence","2015","Georgia","13","Ages 13 years and older","Asian","Female","All transmission categories","51",29.9,"170,594"
"HIV prevalence","2015","Georgia","13","Ages 13 years and older","Black/African American","Male","All transmission categories","24,355",2068.6,"1,177,366"
"HIV prevalence","2015","Georgia","13","Ages 13 years and older","Black/African American","Female","All transmission categories","9,591",691.3,"1,387,436"
"HIV prevalence","2015","Georgia","13","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","2,652",734.5,"361,086"
"HIV prevalence","2015","Georgia","13","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","666",209.6,"317,707"
"HIV prevalence","2015","Georgia","13","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Male","All transmission categories","Data suppressed","Data suppressed","2,505"
"HIV prevalence","2015","Georgia","13","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Female","All transmission categories","Data suppressed","Data suppressed","2,449"
"HIV prevalence","2015","Georgia","13","Ages 13 years and older","White","Male","All transmission categories","8,195",356.1,"2,301,281"
"HIV prevalence","2015","Georgia","13","Ages 13 years and older","White","Female","All transmission categories","1,361",56.6,"2,406,240"
"HIV prevalence","2015","Georgia","13","Ages 13 years and older","Multiple races","Male","All transmission categories","Data suppressed","Data suppressed","49,882"
"HIV prevalence","2015","Georgia","13","Ages 13 years and older","Multiple races","Female","All transmission categories","Data suppressed","Data suppressed","57,675"
"HIV prevalence","2008","Georgia","13","Ages 13 years and older","American Indian/Alaska Native","Male","All transmission categories","9",90.6,"9,934"
"HIV prevalence","2008","Georgia","13","Ages 13 years and older","American Indian/Alaska Native","Female","All transmission categories","4",40.5,"9,871"
"HIV prevalence","2008","Georgia","13","Ages 13 years and older","Asian","Male","All transmission categories","84",78,"107,681"
"HIV prevalence","2008","Georgia","13","Ages 13 years and older","Asian","Female","All transmission categories","25",22.3,"112,312"
"HIV prevalence","2008","Georgia","13","Ages 13 years and older","Black/African American","Male","All transmission categories","14,778",1397.7,"1,057,284"
"HIV prevalence","2008","Georgia","13","Ages 13 years and older","Black/African American","Female","All transmission categories","6,634",536.4,"1,236,701"
"HIV prevalence","2008","Georgia","13","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","1,474",474.5,"310,649"
"HIV prevalence","2008","Georgia","13","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","423",190.8,"221,722"
"HIV prevalence","2008","Georgia","13","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Male","All transmission categories","Data suppressed","Data suppressed","2,001"
"HIV prevalence","2008","Georgia","13","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Female","All transmission categories","Data suppressed","Data suppressed","1,932"
"HIV prevalence","2008","Georgia","13","Ages 13 years and older","White","Male","All transmission categories","6,179",269.7,"2,290,761"
"HIV prevalence","2008","Georgia","13","Ages 13 years and older","White","Female","All transmission categories","907",37.8,"2,398,898"
"HIV prevalence","2008","Georgia","13","Ages 13 years and older","Multiple races","Male","All transmission categories","Data suppressed","Data suppressed","31,912"
"HIV prevalence","2008","Georgia","13","Ages 13 years and older","Multiple races","Female","All transmission categories","Data suppressed","Data suppressed","35,262"
"HIV prevalence","2011","Georgia","13","Ages 13 years and older","American Indian/Alaska Native","Male","All transmission categories","15",166.3,"9,019"
"HIV prevalence","2011","Georgia","13","Ages 13 years and older","American Indian/Alaska Native","Female","All transmission categories","4",42.3,"9,454"
"HIV prevalence","2010","Georgia","13","Ages 13 years and older","American Indian/Alaska Native","Male","All transmission categories","13",146.9,"8,848"
"HIV prevalence","2010","Georgia","13","Ages 13 years and older","American Indian/Alaska Native","Female","All transmission categories","4",42.9,"9,319"
"HIV prevalence","2010","Georgia","13","Ages 13 years and older","Asian","Male","All transmission categories","102",81.6,"125,027"
"HIV prevalence","2010","Georgia","13","Ages 13 years and older","Asian","Female","All transmission categories","33",24.2,"136,150"
"HIV prevalence","2010","Georgia","13","Ages 13 years and older","Black/African American","Male","All transmission categories","18,878",1761.7,"1,071,602"
"HIV prevalence","2010","Georgia","13","Ages 13 years and older","Black/African American","Female","All transmission categories","8,258",652.2,"1,266,103"
"HIV prevalence","2010","Georgia","13","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","2,016",602.1,"334,805"
"HIV prevalence","2010","Georgia","13","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","580",210.9,"275,053"
"HIV prevalence","2010","Georgia","13","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Male","All transmission categories","Data suppressed","Data suppressed","2,243"
"HIV prevalence","2010","Georgia","13","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Female","All transmission categories","Data suppressed","Data suppressed","2,069"
"HIV prevalence","2010","Georgia","13","Ages 13 years and older","White","Male","All transmission categories","7,434",331.6,"2,242,018"
"HIV prevalence","2010","Georgia","13","Ages 13 years and older","White","Female","All transmission categories","1,154",49,"2,354,685"
"HIV prevalence","2010","Georgia","13","Ages 13 years and older","Multiple races","Male","All transmission categories","Data suppressed","Data suppressed","39,877"
"HIV prevalence","2010","Georgia","13","Ages 13 years and older","Multiple races","Female","All transmission categories","Data suppressed","Data suppressed","46,547"
"HIV prevalence","2011","Georgia","13","Ages 13 years and older","Asian","Male","All transmission categories","106",81.2,"130,531"
"HIV prevalence","2011","Georgia","13","Ages 13 years and older","Asian","Female","All transmission categories","38",26.7,"142,246"
"HIV prevalence","2011","Georgia","13","Ages 13 years and older","Black/African American","Male","All transmission categories","19,748",1801.4,"1,096,233"
"HIV prevalence","2011","Georgia","13","Ages 13 years and older","Black/African American","Female","All transmission categories","8,490",658.9,"1,288,436"
"HIV prevalence","2011","Georgia","13","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","2,116",623.1,"339,568"
"HIV prevalence","2011","Georgia","13","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","603",213.1,"282,908"
"HIV prevalence","2011","Georgia","13","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Male","All transmission categories","Data suppressed","Data suppressed","2,296"
"HIV prevalence","2011","Georgia","13","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Female","All transmission categories","Data suppressed","Data suppressed","2,143"
"HIV prevalence","2011","Georgia","13","Ages 13 years and older","White","Male","All transmission categories","7,502",332.7,"2,255,057"
"HIV prevalence","2011","Georgia","13","Ages 13 years and older","White","Female","All transmission categories","1,182",50,"2,364,015"
"HIV prevalence","2011","Georgia","13","Ages 13 years and older","Multiple races","Male","All transmission categories","Data suppressed","Data suppressed","41,895"
"HIV prevalence","2011","Georgia","13","Ages 13 years and older","Multiple races","Female","All transmission categories","Data suppressed","Data suppressed","48,468"
"HIV prevalence","2013","Georgia","13","Ages 13 years and older","American Indian/Alaska Native","Male","All transmission categories","16",168,"9,521"
"HIV prevalence","2013","Georgia","13","Ages 13 years and older","American Indian/Alaska Native","Female","All transmission categories","2",20.4,"9,780"
"HIV prevalence","2013","Georgia","13","Ages 13 years and older","Asian","Male","All transmission categories","131",91.8,"142,778"
"HIV prevalence","2013","Georgia","13","Ages 13 years and older","Asian","Female","All transmission categories","46",29.6,"155,317"
"HIV prevalence","2013","Georgia","13","Ages 13 years and older","Black/African American","Male","All transmission categories","22,912",2017.5,"1,135,637"
"HIV prevalence","2013","Georgia","13","Ages 13 years and older","Black/African American","Female","All transmission categories","9,266",695.3,"1,332,740"
"HIV prevalence","2013","Georgia","13","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","2,543",735.4,"345,815"
"HIV prevalence","2013","Georgia","13","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","688",231.7,"296,952"
"HIV prevalence","2013","Georgia","13","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Male","All transmission categories","Data suppressed","Data suppressed","2,402"
"HIV prevalence","2013","Georgia","13","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Female","All transmission categories","Data suppressed","Data suppressed","2,300"
"HIV prevalence","2013","Georgia","13","Ages 13 years and older","White","Male","All transmission categories","8,258",362,"2,281,085"
"HIV prevalence","2013","Georgia","13","Ages 13 years and older","White","Female","All transmission categories","1,295",54.3,"2,385,349"
"HIV prevalence","2013","Georgia","13","Ages 13 years and older","Multiple races","Male","All transmission categories","Data suppressed","Data suppressed","45,745"
"HIV prevalence","2013","Georgia","13","Ages 13 years and older","Multiple races","Female","All transmission categories","Data suppressed","Data suppressed","52,941"
"HIV prevalence","2014","Georgia","13","Ages 13 years and older","American Indian/Alaska Native","Male","All transmission categories","17",176.4,"9,637"
"HIV prevalence","2014","Georgia","13","Ages 13 years and older","American Indian/Alaska Native","Female","All transmission categories","3",30.3,"9,915"
"HIV prevalence","2014","Georgia","13","Ages 13 years and older","Asian","Male","All transmission categories","146",97.5,"149,732"
"HIV prevalence","2014","Georgia","13","Ages 13 years and older","Asian","Female","All transmission categories","48",29.5,"162,735"
"HIV prevalence","2014","Georgia","13","Ages 13 years and older","Black/African American","Male","All transmission categories","23,086",1996.6,"1,156,244"
"HIV prevalence","2014","Georgia","13","Ages 13 years and older","Black/African American","Female","All transmission categories","9,286",682.7,"1,360,268"
"HIV prevalence","2014","Georgia","13","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","2,509",711.6,"352,573"
"HIV prevalence","2014","Georgia","13","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","662",215.8,"306,719"
"HIV prevalence","2014","Georgia","13","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Male","All transmission categories","Data suppressed","Data suppressed","2,482"
"HIV prevalence","2014","Georgia","13","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Female","All transmission categories","Data suppressed","Data suppressed","2,400"
"HIV prevalence","2014","Georgia","13","Ages 13 years and older","White","Male","All transmission categories","8,090",353.1,"2,291,366"
"HIV prevalence","2014","Georgia","13","Ages 13 years and older","White","Female","All transmission categories","1,298",54.2,"2,396,070"
"HIV prevalence","2014","Georgia","13","Ages 13 years and older","Multiple races","Male","All transmission categories","Data suppressed","Data suppressed","47,735"
"HIV prevalence","2014","Georgia","13","Ages 13 years and older","Multiple races","Female","All transmission categories","Data suppressed","Data suppressed","55,339"
"HIV prevalence","2012","Georgia","13","Ages 13 years and older","American Indian/Alaska Native","Male","All transmission categories","17",183.2,"9,281"
"HIV prevalence","2012","Georgia","13","Ages 13 years and older","American Indian/Alaska Native","Female","All transmission categories","3",31.1,"9,654"
"HIV prevalence","2012","Georgia","13","Ages 13 years and older","Asian","Male","All transmission categories","119",87,"136,799"
"HIV prevalence","2012","Georgia","13","Ages 13 years and older","Asian","Female","All transmission categories","40",26.9,"148,961"
"HIV prevalence","2012","Georgia","13","Ages 13 years and older","Black/African American","Male","All transmission categories","20,991",1877.8,"1,117,838"
"HIV prevalence","2012","Georgia","13","Ages 13 years and older","Black/African American","Female","All transmission categories","8,837",674.6,"1,310,024"
"HIV prevalence","2012","Georgia","13","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","2,251",654.4,"343,962"
"HIV prevalence","2012","Georgia","13","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","632",217.3,"290,834"
"HIV prevalence","2012","Georgia","13","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Male","All transmission categories","Data suppressed","Data suppressed","2,344"
"HIV prevalence","2012","Georgia","13","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Female","All transmission categories","Data suppressed","Data suppressed","2,251"
"HIV prevalence","2012","Hawaii","15","Ages 13 years and older","American Indian/Alaska Native","Male","All transmission categories","4",285.3,"1,402"
"HIV prevalence","2012","Hawaii","15","Ages 13 years and older","American Indian/Alaska Native","Female","All transmission categories","2",164.7,"1,214"
"HIV prevalence","2012","Hawaii","15","Ages 13 years and older","Asian","Male","All transmission categories","293",136.8,"214,234"
"HIV prevalence","2012","Hawaii","15","Ages 13 years and older","Asian","Female","All transmission categories","71",28.2,"251,413"
"HIV prevalence","2012","Hawaii","15","Ages 13 years and older","Black/African American","Male","All transmission categories","98",777.7,"12,601"
"HIV prevalence","2012","Hawaii","15","Ages 13 years and older","Black/African American","Female","All transmission categories","26",362.7,"7,169"
"HIV prevalence","2012","Hawaii","15","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","262",550,"47,639"
"HIV prevalence","2012","Hawaii","15","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","36",78.5,"45,842"
"HIV prevalence","2012","Hawaii","15","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Male","All transmission categories","Data suppressed","Data suppressed","53,598"
"HIV prevalence","2012","Hawaii","15","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Female","All transmission categories","Data suppressed","Data suppressed","51,906"
"HIV prevalence","2009","Hawaii","15","Ages 13 years and older","American Indian/Alaska Native","Male","All transmission categories","5",205.2,"2,437"
"HIV prevalence","2009","Hawaii","15","Ages 13 years and older","American Indian/Alaska Native","Female","All transmission categories","1",41.6,"2,404"
"HIV prevalence","2009","Hawaii","15","Ages 13 years and older","Asian","Male","All transmission categories","252",125.4,"201,002"
"HIV prevalence","2009","Hawaii","15","Ages 13 years and older","Asian","Female","All transmission categories","64",27,"236,671"
"HIV prevalence","2009","Hawaii","15","Ages 13 years and older","Black/African American","Male","All transmission categories","74",437.2,"16,926"
"HIV prevalence","2009","Hawaii","15","Ages 13 years and older","Black/African American","Female","All transmission categories","23",204.8,"11,229"
"HIV prevalence","2009","Hawaii","15","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","187",431.1,"43,375"
"HIV prevalence","2009","Hawaii","15","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","26",68.5,"37,937"
"HIV prevalence","2009","Hawaii","15","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Male","All transmission categories","Data suppressed","Data suppressed","46,028"
"HIV prevalence","2009","Hawaii","15","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Female","All transmission categories","Data suppressed","Data suppressed","45,993"
"HIV prevalence","2009","Hawaii","15","Ages 13 years and older","White","Male","All transmission categories","1,029",661.6,"155,527"
"HIV prevalence","2009","Hawaii","15","Ages 13 years and older","White","Female","All transmission categories","109",85.6,"127,264"
"HIV prevalence","2009","Hawaii","15","Ages 13 years and older","Multiple races","Male","All transmission categories","Data suppressed","Data suppressed","79,040"
"HIV prevalence","2009","Hawaii","15","Ages 13 years and older","Multiple races","Female","All transmission categories","Data suppressed","Data suppressed","77,199"
"HIV prevalence","2014","Hawaii","15","Ages 13 years and older","American Indian/Alaska Native","Male","All transmission categories","7",479.5,"1,460"
"HIV prevalence","2014","Hawaii","15","Ages 13 years and older","American Indian/Alaska Native","Female","All transmission categories","1",80.9,"1,236"
"HIV prevalence","2014","Hawaii","15","Ages 13 years and older","Asian","Male","All transmission categories","328",152.6,"214,924"
"HIV prevalence","2014","Hawaii","15","Ages 13 years and older","Asian","Female","All transmission categories","74",29.2,"253,323"
"HIV prevalence","2014","Hawaii","15","Ages 13 years and older","Black/African American","Male","All transmission categories","119",866.8,"13,729"
"HIV prevalence","2014","Hawaii","15","Ages 13 years and older","Black/African American","Female","All transmission categories","24",309.4,"7,758"
"HIV prevalence","2014","Hawaii","15","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","266",520.5,"51,104"
"HIV prevalence","2014","Hawaii","15","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","39",80.4,"48,519"
"HIV prevalence","2014","Hawaii","15","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Male","All transmission categories","Data suppressed","Data suppressed","55,160"
"HIV prevalence","2014","Hawaii","15","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Female","All transmission categories","Data suppressed","Data suppressed","53,164"
"HIV prevalence","2014","Hawaii","15","Ages 13 years and older","White","Male","All transmission categories","1,250",802.7,"155,717"
"HIV prevalence","2014","Hawaii","15","Ages 13 years and older","White","Female","All transmission categories","123",94.9,"129,674"
"HIV prevalence","2014","Hawaii","15","Ages 13 years and older","Multiple races","Male","All transmission categories","Data suppressed","Data suppressed","101,806"
"HIV prevalence","2014","Hawaii","15","Ages 13 years and older","Multiple races","Female","All transmission categories","Data suppressed","Data suppressed","100,631"
"HIV prevalence","2012","Hawaii","15","Ages 13 years and older","White","Male","All transmission categories","1,232",801.3,"153,743"
"HIV prevalence","2012","Hawaii","15","Ages 13 years and older","White","Female","All transmission categories","126",98,"128,577"
"HIV prevalence","2012","Hawaii","15","Ages 13 years and older","Multiple races","Male","All transmission categories","Data suppressed","Data suppressed","98,889"
"HIV prevalence","2012","Hawaii","15","Ages 13 years and older","Multiple races","Female","All transmission categories","Data suppressed","Data suppressed","98,067"
"HIV prevalence","2008","Hawaii","15","Ages 13 years and older","American Indian/Alaska Native","Male","All transmission categories","5",217.3,"2,301"
"HIV prevalence","2008","Hawaii","15","Ages 13 years and older","American Indian/Alaska Native","Female","All transmission categories","1",43.3,"2,310"
"HIV prevalence","2008","Hawaii","15","Ages 13 years and older","Asian","Male","All transmission categories","240",119.1,"201,592"
"HIV prevalence","2008","Hawaii","15","Ages 13 years and older","Asian","Female","All transmission categories","62",26.2,"236,616"
"HIV prevalence","2008","Hawaii","15","Ages 13 years and older","Black/African American","Male","All transmission categories","67",412.3,"16,252"
"HIV prevalence","2008","Hawaii","15","Ages 13 years and older","Black/African American","Female","All transmission categories","21",196.9,"10,668"
"HIV prevalence","2008","Hawaii","15","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","183",432.8,"42,278"
"HIV prevalence","2008","Hawaii","15","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","27",72.9,"37,042"
"HIV prevalence","2008","Hawaii","15","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Male","All transmission categories","Data suppressed","Data suppressed","45,681"
"HIV prevalence","2008","Hawaii","15","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Female","All transmission categories","Data suppressed","Data suppressed","45,655"
"HIV prevalence","2008","Hawaii","15","Ages 13 years and older","White","Male","All transmission categories","1,008",650.9,"154,874"
"HIV prevalence","2008","Hawaii","15","Ages 13 years and older","White","Female","All transmission categories","104",81.9,"127,032"
"HIV prevalence","2008","Hawaii","15","Ages 13 years and older","Multiple races","Male","All transmission categories","Data suppressed","Data suppressed","78,597"
"HIV prevalence","2008","Hawaii","15","Ages 13 years and older","Multiple races","Female","All transmission categories","Data suppressed","Data suppressed","76,887"
"HIV prevalence","2010","Hawaii","15","Ages 13 years and older","American Indian/Alaska Native","Male","All transmission categories","6",451.5,"1,329"
"HIV prevalence","2010","Hawaii","15","Ages 13 years and older","American Indian/Alaska Native","Female","All transmission categories","1",85.5,"1,169"
"HIV prevalence","2010","Hawaii","15","Ages 13 years and older","Asian","Male","All transmission categories","279",130.6,"213,553"
"HIV prevalence","2010","Hawaii","15","Ages 13 years and older","Asian","Female","All transmission categories","67",26.9,"249,485"
"HIV prevalence","2010","Hawaii","15","Ages 13 years and older","Black/African American","Male","All transmission categories","101",915.7,"11,030"
"HIV prevalence","2010","Hawaii","15","Ages 13 years and older","Black/African American","Female","All transmission categories","26",430.5,"6,040"
"HIV prevalence","2010","Hawaii","15","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","257",584.7,"43,953"
"HIV prevalence","2010","Hawaii","15","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","38",87.6,"43,361"
"HIV prevalence","2010","Hawaii","15","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Male","All transmission categories","Data suppressed","Data suppressed","51,757"
"HIV prevalence","2010","Hawaii","15","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Female","All transmission categories","Data suppressed","Data suppressed","50,379"
"HIV prevalence","2010","Hawaii","15","Ages 13 years and older","White","Male","All transmission categories","1,246",816.6,"152,584"
"HIV prevalence","2010","Hawaii","15","Ages 13 years and older","White","Female","All transmission categories","126",98.2,"128,271"
"HIV prevalence","2010","Hawaii","15","Ages 13 years and older","Multiple races","Male","All transmission categories","Data suppressed","Data suppressed","95,998"
"HIV prevalence","2010","Hawaii","15","Ages 13 years and older","Multiple races","Female","All transmission categories","Data suppressed","Data suppressed","95,177"
"HIV prevalence","2011","Hawaii","15","Ages 13 years and older","American Indian/Alaska Native","Male","All transmission categories","4",297.6,"1,344"
